sim_ID,lk,row,col,use-it
75,9672,552,279,y
75,9672,551,293,y
75,9672,544,269,y
75,9672,553,271,y
75,9672,544,277,y
75,9672,568,280,y
75,9672,554,303,y
75,9672,555,294,y
75,9672,552,280,y
75,9672,561,272,y
75,9672,545,307,y
75,9672,555,292,y
75,9673,515,300,y
75,9673,532,302,y
75,9673,528,313,y
75,9673,548,318,y
75,9673,535,306,y
75,9673,538,304,y
75,9673,548,321,y
75,9673,542,299,y
75,9673,547,318,y
75,9673,525,306,y
75,9673,541,326,y
75,9673,538,283,y
75,9673,529,299,y
75,9673,524,307,y
75,9673,531,300,y
75,9673,544,301,y
75,9673,541,311,y
75,9673,532,305,y
75,9673,527,308,y
75,9673,551,324,y
75,9673,542,310,y
75,9673,532,306,y
75,9673,548,322,y
75,9673,529,311,y
75,9673,528,293,y
75,9673,540,318,y
75,9673,548,327,y
75,9775,771,275,y
75,9775,757,273,y
75,9775,768,284,y
75,9775,759,287,y
75,9775,759,282,y
75,9775,746,279,y
75,9775,756,274,y
75,9775,752,274,y
75,9775,755,270,y
75,9775,763,278,y
75,9775,766,284,y
75,9775,757,278,y
75,9775,758,273,y
75,9774,774,298,y
75,9774,758,304,y
75,9774,740,302,y
75,9774,761,291,y
75,9774,744,292,y
75,9774,743,292,y
75,9774,766,304,y
75,9774,756,303,y
75,9774,751,305,y
75,9774,741,288,y
75,9774,765,303,y
75,9774,770,304,y
75,9774,748,294,y
75,9774,773,298,y
75,9774,753,292,y
75,9774,751,288,y
75,9774,747,304,y
75,5358,459,47,y
75,5358,444,41,y
75,5358,438,42,y
75,5358,436,36,y
75,5358,450,34,y
75,5358,464,56,y
75,5358,445,31,y
75,5358,464,51,y
75,5358,470,40,y
75,5358,439,41,y
75,5358,447,30,y
75,5358,444,36,y
75,5358,471,52,y
75,5358,464,44,y
75,5358,472,41,y
75,5358,442,38,y
75,5358,443,26,y
75,5358,441,36,y
75,5358,460,37,y
75,5358,447,24,y
75,5358,468,41,y
75,5358,469,54,y
75,5358,441,32,y
75,5358,473,39,y
75,5358,442,39,y
75,5358,443,42,y
75,5358,443,33,y
75,5358,450,25,y
75,5358,451,40,y
75,12073,209,547,y
75,12073,204,555,y
75,12073,243,584,y
75,12073,240,591,y
75,12073,237,556,y
75,12073,234,579,y
75,12073,232,592,y
75,12073,202,563,y
75,12073,234,591,y
75,12073,250,592,y
75,12073,236,592,y
75,12073,240,548,y
75,12073,246,547,y
75,12073,214,575,y
75,12073,225,558,y
75,12073,244,571,y
75,12073,219,566,y
75,12073,239,572,y
75,12073,212,571,y
75,12073,223,556,y
75,12073,209,558,y
75,12073,233,580,y
75,12073,207,551,y
75,12073,219,545,y
75,12073,238,559,y
75,12073,241,558,y
75,12073,217,561,y
75,12073,230,561,y
75,12073,235,579,y
75,12073,217,544,y
75,12073,199,564,y
75,12073,251,576,y
75,12073,246,535,y
75,12073,210,552,y
75,12073,214,567,y
75,12073,211,574,y
75,12073,246,587,y
75,12073,249,572,y
75,12073,197,564,y
75,12073,249,579,y
75,12073,249,586,y
75,12073,227,571,y
75,12073,227,585,y
75,12073,238,562,y
75,12073,213,555,y
75,12073,216,579,y
75,12073,218,556,y
75,12073,228,598,y
75,12073,231,591,y
75,12073,231,553,y
75,12073,248,576,y
75,12073,202,557,y
75,12073,221,570,y
75,12073,235,591,y
75,12073,237,534,y
75,12073,230,571,y
75,12073,239,593,y
75,12073,220,550,y
75,12073,231,543,y
75,12073,237,584,y
75,12073,220,576,y
75,12073,252,580,y
75,12073,208,569,y
75,12073,249,582,y
75,12073,225,572,y
75,12073,225,548,y
75,12073,255,570,y
75,12073,233,584,y
75,12073,247,573,y
75,12073,211,564,y
75,12073,207,576,y
75,12073,251,585,y
75,12073,207,579,y
75,12073,218,575,y
75,12073,242,578,y
75,12073,225,600,y
75,12073,210,546,y
75,12073,200,561,y
75,12073,246,572,y
75,12073,250,586,y
75,12073,227,597,y
75,12073,231,552,y
75,12073,219,576,y
75,12073,194,561,y
75,12073,234,554,y
75,12073,195,564,y
75,12073,205,565,y
75,12073,206,568,y
75,12072,365,509,y
75,12072,362,495,y
75,12072,380,533,y
75,12072,329,535,y
75,12072,367,498,y
75,12072,365,511,y
75,12072,339,523,y
75,12072,375,527,y
75,12072,374,523,y
75,12072,367,518,y
75,12072,339,533,y
75,12072,368,495,y
75,12072,369,528,y
75,12072,367,525,y
75,12072,339,511,y
75,12072,365,495,y
75,12072,377,527,y
75,12072,371,511,y
75,12072,378,525,y
75,12072,347,502,y
75,12072,332,521,y
75,12072,375,510,y
75,12072,326,537,y
75,12072,370,516,y
75,12072,334,525,y
75,12072,375,520,y
75,12072,339,519,y
75,12072,369,520,y
75,12072,362,536,y
75,12072,375,534,y
75,12072,340,531,y
75,12072,339,527,y
75,12072,379,522,y
75,12072,367,530,y
75,12072,327,530,y
75,12072,330,523,y
75,12072,376,518,y
75,12072,364,516,y
75,12072,379,523,y
75,12072,333,538,y
75,12072,378,530,y
75,12072,368,506,y
75,12072,365,489,y
75,12072,349,512,y
75,12072,364,506,y
75,12071,413,597,y
75,12071,383,582,y
75,12071,379,595,y
75,12071,401,591,y
75,12071,387,583,y
75,12071,411,592,y
75,12071,394,608,y
75,12071,369,613,y
75,12071,381,613,y
75,12071,398,586,y
75,12071,400,608,y
75,12071,404,586,y
75,12071,397,585,y
75,12071,403,591,y
75,12071,397,587,y
75,12071,407,608,y
75,12071,413,583,y
75,12071,388,616,y
75,12071,411,598,y
75,12071,362,617,y
75,12071,409,608,y
75,12071,404,615,y
75,12071,409,602,y
75,12071,398,591,y
75,12071,385,586,y
75,12071,403,584,y
75,12071,393,585,y
75,12071,388,580,y
75,12071,407,601,y
75,12070,222,433,y
75,12070,235,392,y
75,12070,239,448,y
75,12070,227,441,y
75,12070,245,440,y
75,12070,226,446,y
75,12070,236,435,y
75,12070,239,451,y
75,12070,226,417,y
75,12070,228,417,y
75,12070,225,450,y
75,12070,258,434,y
75,12070,226,459,y
75,12070,258,451,y
75,12070,225,429,y
75,12070,222,440,y
75,12070,242,454,y
75,12070,248,461,y
75,12070,253,445,y
75,12070,227,453,y
75,12070,236,451,y
75,12070,235,431,y
75,12070,218,451,y
75,12070,255,449,y
75,12070,230,411,y
75,12070,242,451,y
75,12070,235,419,y
75,12070,252,444,y
75,12070,215,443,y
75,12070,244,447,y
75,12070,246,448,y
75,12070,231,439,y
75,12070,251,460,y
75,12070,245,459,y
75,12070,224,414,y
75,12070,227,420,y
75,12070,229,460,y
75,12070,235,448,y
75,12070,227,425,y
75,12070,221,433,y
75,12070,240,449,y
75,12070,236,434,y
75,12070,245,421,y
75,12070,212,453,y
75,12070,230,429,y
75,12070,213,458,y
75,12070,224,455,y
75,12070,257,430,y
75,12070,224,457,y
75,12070,241,441,y
75,12070,220,442,y
75,12070,246,449,y
75,12070,218,458,y
75,12070,237,446,y
75,12070,236,437,y
75,12070,252,446,y
75,12070,250,452,y
75,12070,216,446,y
75,12070,252,435,y
75,12070,254,450,y
75,12070,257,442,y
75,9174,772,381,y
75,9174,759,379,y
75,9174,755,370,y
75,9174,757,378,y
75,9174,777,375,y
75,9174,769,369,y
75,9174,762,368,y
75,9174,771,364,y
75,9174,753,368,y
75,9174,762,375,y
75,9174,762,369,y
75,9174,757,367,y
75,9174,768,361,y
75,9174,770,367,y
75,9174,767,356,y
75,9174,774,369,y
75,9174,767,375,y
75,9174,770,371,y
75,9174,764,381,y
75,9174,759,377,y
75,9174,759,363,y
75,9174,770,353,y
75,9464,546,423,y
75,9464,546,417,y
75,3251,250,240,y
75,3251,279,217,y
75,3251,270,220,y
75,3251,259,234,y
75,3251,270,193,y
75,3251,253,229,y
75,3251,278,220,y
75,3251,282,190,y
75,3251,272,232,y
75,3251,269,217,y
75,3251,241,228,y
75,3251,252,230,y
75,3251,273,233,y
75,3251,265,230,y
75,3251,254,227,y
75,3251,261,228,y
75,3251,253,228,y
75,3251,270,201,y
75,3251,256,231,y
75,3251,261,237,y
75,3251,262,223,y
75,3251,255,235,y
75,3251,272,222,y
75,3251,251,238,y
75,3251,272,229,y
75,3251,258,232,y
75,3251,266,230,y
75,3251,273,197,y
75,3251,260,239,y
75,3251,266,233,y
75,3251,279,206,y
75,3251,279,191,y
75,3251,248,215,y
75,3251,240,220,y
75,3251,280,207,y
75,3251,263,224,y
75,3251,265,207,y
75,3251,277,210,y
75,3251,252,217,y
75,3251,277,191,y
75,3251,268,220,y
75,3251,271,205,y
75,3251,269,206,y
75,3251,273,227,y
75,3251,245,220,y
75,3251,246,230,y
75,3251,257,205,y
75,3251,263,222,y
75,3251,269,189,y
75,3251,258,207,y
75,3251,241,229,y
75,3251,258,214,y
75,3251,260,234,y
75,3251,268,201,y
75,3251,285,210,y
75,3251,255,221,y
75,3251,267,199,y
75,3251,275,203,y
75,3251,258,201,y
75,3251,272,217,y
75,3251,264,218,y
75,3251,247,226,y
75,3251,273,214,y
75,3251,263,236,y
75,3251,274,207,y
75,3251,243,224,y
75,3251,280,222,y
75,3251,277,216,y
75,3251,258,209,y
75,3251,254,206,y
75,3251,255,218,y
75,3251,276,195,y
75,3251,245,216,y
75,3251,274,205,y
75,3251,280,218,y
75,3252,346,264,y
75,3252,333,264,y
75,3252,355,250,y
75,3252,339,267,y
75,3252,334,262,y
75,3252,344,260,y
75,3252,341,274,y
75,3252,343,242,y
75,3252,326,246,y
75,3252,350,244,y
75,3252,346,259,y
75,3252,336,241,y
75,3252,334,250,y
75,3252,333,259,y
75,3252,340,249,y
75,3252,329,245,y
75,3252,348,258,y
75,3252,336,258,y
75,3252,328,251,y
75,3252,335,259,y
75,3252,338,261,y
75,3252,336,259,y
75,3252,331,254,y
75,3254,341,306,y
75,3254,334,285,y
75,3254,322,299,y
75,3254,357,289,y
75,3254,337,302,y
75,3254,356,297,y
75,3254,353,299,y
75,3254,349,302,y
75,3254,328,287,y
75,3254,327,305,y
75,3254,352,282,y
75,3254,337,279,y
75,3254,326,299,y
75,3254,342,309,y
75,3254,340,276,y
75,3254,337,277,y
75,3254,324,295,y
75,3254,347,293,y
75,3254,352,289,y
75,3254,340,301,y
75,3254,342,307,y
75,3254,345,287,y
75,3254,331,310,y
75,3254,325,295,y
75,3254,347,294,y
75,3254,329,310,y
75,3254,343,306,y
75,3254,353,292,y
75,3254,344,280,y
75,3254,328,289,y
75,3254,321,294,y
75,3254,346,281,y
75,3254,327,294,y
75,3254,337,307,y
75,3254,326,289,y
75,3254,331,289,y
75,3254,329,302,y
75,3254,332,297,y
75,3254,354,304,y
75,3255,365,270,y
75,3255,361,270,y
75,3255,357,256,y
75,3255,357,261,y
75,3255,362,277,y
75,3255,386,253,y
75,3255,364,281,y
75,3255,355,272,y
75,3255,359,259,y
75,3255,356,257,y
75,3255,363,281,y
75,3255,369,267,y
75,3255,354,261,y
75,3255,354,255,y
75,3256,274,265,y
75,3256,278,243,y
75,3256,269,237,y
75,3256,292,235,y
75,3256,265,247,y
75,3256,292,221,y
75,3256,269,252,y
75,3256,289,215,y
75,3256,283,241,y
75,3256,253,248,y
75,3256,251,250,y
75,3256,274,241,y
75,3256,261,255,y
75,3256,292,234,y
75,3256,262,252,y
75,3256,279,229,y
75,3256,257,247,y
75,3256,295,221,y
75,3256,250,249,y
75,3256,286,246,y
75,3256,294,248,y
75,3256,284,234,y
75,3256,267,239,y
75,3256,298,244,y
75,3256,296,231,y
75,3256,276,230,y
75,3256,290,241,y
75,3256,281,244,y
75,3256,281,257,y
75,3256,265,254,y
75,3256,256,248,y
75,3256,283,253,y
75,3256,289,236,y
75,3256,285,240,y
75,3256,251,244,y
75,3256,287,231,y
75,3256,276,270,y
75,3256,260,253,y
75,3256,285,244,y
75,3256,294,226,y
75,3256,279,230,y
75,3256,262,256,y
75,3256,283,238,y
75,3256,287,230,y
75,3256,271,258,y
75,3256,293,220,y
75,3256,278,240,y
75,3256,270,265,y
75,3257,329,237,y
75,3257,311,250,y
75,3257,310,257,y
75,3257,313,248,y
75,3257,314,240,y
75,3257,321,237,y
75,3257,307,248,y
75,3257,325,239,y
75,3257,307,249,y
75,3257,308,240,y
75,3257,330,236,y
75,3257,306,240,y
75,3257,308,239,y
75,3257,312,244,y
75,3257,311,248,y
75,3257,313,243,y
75,3257,319,250,y
75,3257,311,249,y
75,3257,322,246,y
75,3257,315,251,y
75,3257,307,256,y
75,3257,323,244,y
75,9472,597,383,y
75,9472,584,391,y
75,9472,597,379,y
75,9472,589,405,y
75,9472,583,372,y
75,9472,600,389,y
75,9472,589,389,y
75,9472,586,377,y
75,9472,588,409,y
75,9472,594,403,y
75,9472,582,394,y
75,9472,592,370,y
75,9472,595,410,y
75,9472,606,382,y
75,9472,582,385,y
75,9472,598,387,y
75,9472,605,394,y
75,9472,583,386,y
75,9472,594,402,y
75,9472,597,408,y
75,9472,569,405,y
75,9472,586,406,y
75,9472,592,381,y
75,9472,609,389,y
75,9472,591,392,y
75,9472,599,404,y
75,9372,678,471,y
75,9372,681,505,y
75,9372,685,453,y
75,9372,658,484,y
75,9372,650,470,y
75,9372,663,461,y
75,9372,667,483,y
75,9372,667,462,y
75,9372,674,467,y
75,9372,678,465,y
75,9372,665,471,y
75,9372,676,449,y
75,9372,677,476,y
75,9372,656,468,y
75,9372,674,473,y
75,9372,672,464,y
75,9372,662,458,y
75,9372,676,470,y
75,9372,661,457,y
75,9372,667,471,y
75,9372,676,458,y
75,9372,676,465,y
75,9372,662,472,y
75,9372,656,471,y
75,9372,685,460,y
75,9372,670,474,y
75,9372,679,460,y
75,9372,675,475,y
75,9473,536,347,y
75,9473,553,350,y
75,9473,554,366,y
75,9473,556,347,y
75,9473,550,346,y
75,9473,540,348,y
75,9473,546,348,y
75,9473,544,344,y
75,9473,546,363,y
75,9473,558,349,y
75,9473,541,354,y
75,9473,542,344,y
75,9473,551,357,y
75,9473,540,343,y
75,9473,543,352,y
75,9473,548,357,y
75,9473,558,355,y
75,9473,547,362,y
75,8126,641,248,y
75,8126,660,257,y
75,8126,661,250,y
75,8126,641,258,y
75,8126,650,242,y
75,8126,643,258,y
75,8126,644,263,y
75,8126,647,252,y
75,8126,659,241,y
75,8126,648,242,y
75,8126,663,246,y
75,8126,638,247,y
75,8126,661,243,y
75,8126,659,237,y
75,8126,647,239,y
75,8126,655,242,y
75,8126,644,255,y
75,8126,657,248,y
75,8126,644,254,y
75,8126,659,252,y
75,8126,638,253,y
75,8126,648,247,y
75,8126,657,258,y
75,9272,726,532,y
75,9272,727,534,y
75,9272,721,528,y
75,9271,717,501,y
75,9271,721,487,y
75,9271,721,481,y
75,9271,725,504,y
75,9271,737,495,y
75,9271,723,482,y
75,9271,729,489,y
75,9271,712,489,y
75,9271,716,487,y
75,9271,716,493,y
75,9271,718,483,y
75,9271,716,477,y
75,9271,728,488,y
75,9271,726,492,y
75,9271,731,488,y
75,9271,725,485,y
75,9271,722,501,y
75,9271,714,503,y
75,9271,733,490,y
75,9271,729,490,y
75,9271,720,477,y
75,9271,737,496,y
75,9271,727,488,y
75,9271,723,481,y
75,9271,722,489,y
75,5382,464,106,y
75,5382,472,89,y
75,5382,456,104,y
75,5382,481,70,y
75,5382,481,95,y
75,5382,461,102,y
75,5382,466,81,y
75,5382,489,85,y
75,5382,482,98,y
75,5382,482,71,y
75,5382,477,103,y
75,5382,470,89,y
75,5382,482,69,y
75,5382,486,84,y
75,5382,474,78,y
75,5382,483,66,y
75,5382,473,99,y
75,5382,468,82,y
75,5382,471,72,y
75,5382,471,74,y
75,5382,467,72,y
75,9471,586,364,y
75,9471,586,360,y
75,9471,579,349,y
75,9471,572,346,y
75,9471,596,335,y
75,9471,592,358,y
75,9471,593,365,y
75,9471,596,362,y
75,9471,596,357,y
75,9471,586,362,y
75,9471,581,357,y
75,9471,581,340,y
75,9471,575,348,y
75,9471,585,335,y
75,9471,595,315,y
75,9471,582,355,y
75,9471,601,339,y
75,9471,578,344,y
75,9471,575,360,y
75,9471,598,336,y
75,9471,589,336,y
75,9471,605,341,y
75,9471,602,327,y
75,9471,585,367,y
75,9471,585,346,y
75,9471,577,349,y
75,9471,583,355,y
75,9471,594,333,y
75,9471,587,365,y
75,9471,595,345,y
75,9471,588,361,y
75,9471,578,352,y
75,9274,761,433,y
75,9274,731,429,y
75,9274,745,438,y
75,9274,724,423,y
75,9274,755,443,y
75,9274,743,424,y
75,9274,757,432,y
75,9274,760,438,y
75,9274,726,443,y
75,9274,751,439,y
75,9274,725,434,y
75,9274,728,413,y
75,9274,735,416,y
75,9274,725,437,y
75,9274,735,420,y
75,9274,756,431,y
75,9274,759,447,y
75,9274,749,434,y
75,9274,736,433,y
75,9274,727,418,y
75,9274,740,433,y
75,9274,738,427,y
75,9274,756,452,y
75,9274,725,418,y
75,9274,725,425,y
75,9274,762,434,y
75,9274,740,420,y
75,9274,729,414,y
75,9274,746,419,y
75,9274,748,431,y
75,9274,724,442,y
75,9274,738,413,y
75,9274,755,427,y
75,9274,738,429,y
75,9274,759,446,y
75,9274,768,441,y
75,9274,761,450,y
75,9274,751,424,y
75,9274,722,433,y
75,9274,748,454,y
75,9274,761,435,y
75,9274,745,451,y
75,9274,729,423,y
75,9274,726,414,y
75,9274,755,439,y
75,9274,759,434,y
75,9274,736,415,y
75,9274,730,422,y
75,9274,755,438,y
75,8225,633,225,y
75,8225,627,234,y
75,8225,643,225,y
75,8225,631,237,y
75,8225,630,225,y
75,8225,627,222,y
75,8225,633,227,y
75,8225,645,221,y
75,8225,629,226,y
75,8225,627,238,y
75,8225,642,224,y
75,8225,636,207,y
75,8225,621,218,y
75,8225,631,240,y
75,8225,636,203,y
75,8225,637,223,y
75,8225,635,244,y
75,8225,638,222,y
75,8225,623,236,y
75,8225,625,228,y
75,8225,630,236,y
75,8225,643,218,y
75,8225,641,218,y
75,8225,612,244,y
75,8225,637,236,y
75,8225,633,212,y
75,8225,644,217,y
75,8225,624,243,y
75,8226,644,180,y
75,8226,639,201,y
75,8226,642,192,y
75,8226,645,197,y
75,8226,624,180,y
75,8226,644,185,y
75,8226,637,170,y
75,8226,645,170,y
75,8226,643,173,y
75,8226,632,170,y
75,8226,644,181,y
75,8226,645,204,y
75,8226,610,180,y
75,8226,647,184,y
75,8226,649,191,y
75,8226,659,193,y
75,8226,635,200,y
75,8226,654,193,y
75,8226,653,199,y
75,8226,653,189,y
75,8226,654,198,y
75,8226,644,183,y
75,8226,628,202,y
75,9277,740,488,y
75,9277,741,487,y
75,9277,751,495,y
75,9277,750,477,y
75,9277,756,494,y
75,9277,750,478,y
75,9277,776,483,y
75,9277,750,482,y
75,9277,755,477,y
75,9277,759,469,y
75,9277,751,469,y
75,9277,756,481,y
75,9277,759,464,y
75,9277,758,500,y
75,9277,748,480,y
75,9277,756,463,y
75,9277,766,475,y
75,9277,746,478,y
75,9277,774,485,y
75,9277,763,488,y
75,9277,743,479,y
75,9277,761,493,y
75,9277,762,491,y
75,9277,764,483,y
75,9277,765,486,y
75,9277,763,486,y
75,9277,760,459,y
75,9277,758,476,y
75,9277,765,474,y
75,9277,767,479,y
75,9277,746,474,y
75,9277,772,501,y
75,9277,754,462,y
75,9277,765,477,y
75,9277,761,480,y
75,9277,758,473,y
75,9277,776,495,y
75,9277,746,488,y
75,9277,752,481,y
75,9277,766,488,y
75,9277,766,484,y
75,9277,763,465,y
75,9277,776,493,y
75,9277,768,484,y
75,9277,750,484,y
75,9277,761,459,y
75,9371,660,412,y
75,9371,633,416,y
75,9371,638,408,y
75,9371,635,421,y
75,9371,612,399,y
75,9371,637,393,y
75,9371,630,403,y
75,9371,632,425,y
